index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Price_Normalized,Is_Morning_Flight,Is_International,Route_ID
2995,Air India,2019-03-27,Delhi,Cochin,09:45:00,23h 40m,2,No info,7090,1420,-0.4330749456550814,True,False,Delhi_Cochin
2996,Multiple carriers,2019-03-27,Delhi,Cochin,06:00:00,9h 30m,1,No info,7845,570,-0.2693488135782514,True,False,Delhi_Cochin
2997,Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,8h 40m,1,In-flight meal not included,6540,520,-0.5523456378964807,False,False,Delhi_Cochin
2998,IndiGo,2019-03-27,Delhi,Cochin,04:55:00,7h 5m,1,No info,6171,425,-0.6323654296002559,False,False,Delhi_Cochin
2999,Multiple carriers,2019-03-27,Delhi,Cochin,07:10:00,15h 10m,1,No info,6145,910,-0.6380036805062129,True,False,Delhi_Cochin
3000,Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,22h 5m,2,In-flight meal not included,9296,1325,0.04530895813496749,True,False,Delhi_Cochin
3001,IndiGo,2019-03-27,Delhi,Cochin,02:05:00,5h 20m,1,No info,4744,320,-0.9418186620156683,False,False,Delhi_Cochin
3002,Air India,2019-03-27,Delhi,Cochin,06:05:00,27h 20m,1,No info,5117,1640,-0.8609314470955921,True,False,Delhi_Cochin
3003,Jet Airways,2019-03-27,Delhi,Cochin,17:30:00,10h 55m,1,No info,12242,655,0.6841661569407173,False,False,Delhi_Cochin
3004,IndiGo,2019-03-27,Delhi,Cochin,09:10:00,6h 20m,1,No info,10141,380,0.2285521125785719,True,False,Delhi_Cochin
3005,Air India,2019-03-27,Delhi,Cochin,07:00:00,12h 15m,1,No info,6377,735,-0.58769313396075,True,False,Delhi_Cochin
3006,Multiple carriers,2019-03-27,Delhi,Cochin,08:55:00,12h 5m,1,No info,8055,725,-0.22380909472244442,True,False,Delhi_Cochin
3007,IndiGo,2019-03-27,Delhi,Cochin,07:35:00,8h 35m,1,No info,6442,515,-0.5735975066958573,True,False,Delhi_Cochin
3008,IndiGo,2019-03-27,Delhi,Cochin,02:00:00,5h 45m,1,No info,5733,345,-0.7273482717852248,False,False,Delhi_Cochin
3009,Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,22h 5m,2,No info,12273,1325,0.6908886868670507,True,False,Delhi_Cochin
3010,Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,37h 25m,2,No info,12273,2245,0.6908886868670507,True,False,Delhi_Cochin
3011,Multiple carriers,2019-03-27,Delhi,Cochin,07:10:00,14h 10m,2,No info,6197,850,-0.6267271786942988,True,False,Delhi_Cochin
3012,Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,23h,2,No info,11664,1380,0.5588235021852104,True,False,Delhi_Cochin
3013,IndiGo,2019-03-27,Delhi,Cochin,04:55:00,16h 25m,2,No info,6223,985,-0.6210889277883418,False,False,Delhi_Cochin
3014,Air India,2019-03-27,Delhi,Cochin,13:30:00,18h 45m,1,No info,6681,1125,-0.5217689695218675,False,False,Delhi_Cochin
3015,Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,23h,2,In-flight meal not included,9254,1380,0.036201014363806086,True,False,Delhi_Cochin
3016,IndiGo,2019-03-27,Mumbai,Hyderabad,06:20:00,1h 25m,0,No info,3175,85,-1.2820654186097693,True,False,Mumbai_Hyderabad
3017,Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,24h,1,In-flight meal not included,5963,1440,-0.6774714368479123,False,False,Delhi_Cochin
3018,IndiGo,2019-03-27,Delhi,Cochin,15:00:00,10h 35m,1,No info,8075,635,-0.219471978640939,False,False,Delhi_Cochin
3019,Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,12h 30m,2,No info,11538,750,0.5314996708717261,True,False,Delhi_Cochin
3020,Air India,2019-03-27,Delhi,Cochin,05:55:00,25h 45m,2,No info,8971,1545,-0.025169178189495742,True,False,Delhi_Cochin
3021,SpiceJet,2019-03-27,Delhi,Cochin,08:45:00,4h 30m,1,No info,4466,270,-1.0021045755485938,True,False,Delhi_Cochin
3022,Multiple carriers,2019-03-27,Delhi,Cochin,07:00:00,14h,1,No info,6358,840,-0.5918133942381801,True,False,Delhi_Cochin
3023,Multiple carriers,2019-03-27,Delhi,Cochin,09:45:00,11h 35m,2,No info,6653,695,-0.527840932035975,True,False,Delhi_Cochin
3024,Air India,2019-03-27,Delhi,Cochin,09:45:00,23h 40m,1,No info,5957,1420,-0.678772571672364,True,False,Delhi_Cochin
3025,Multiple carriers,2019-03-27,Delhi,Cochin,12:50:00,8h 10m,1,No info,6637,490,-0.5313106249011794,False,False,Delhi_Cochin
3026,Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,26h 10m,1,No info,12242,1570,0.6841661569407173,False,False,Delhi_Cochin
3027,Multiple carriers,2019-03-27,Delhi,Cochin,10:20:00,8h 30m,1,No info,11421,510,0.5061275417949194,True,False,Delhi_Cochin
3028,Air India,2019-03-27,Delhi,Cochin,05:10:00,2h 50m,0,No info,4729,170,-0.9450714990767974,True,False,Delhi_Cochin
3029,IndiGo,2019-03-27,Delhi,Cochin,04:45:00,16h 15m,1,No info,7258,975,-0.3966431705704358,False,False,Delhi_Cochin
3030,Multiple carriers,2019-03-27,Delhi,Cochin,11:40:00,7h 35m,1,No info,6953,455,-0.4627841908133936,True,False,Delhi_Cochin
3031,IndiGo,2019-03-27,Chennai,Kolkata,19:35:00,2h 20m,0,No info,3858,140,-1.1339529044263588,False,False,Chennai_Kolkata
3032,Air Asia,2019-03-27,Delhi,Cochin,07:55:00,7h 50m,1,No info,6151,470,-0.6367025456817613,True,False,Delhi_Cochin
3033,Air India,2019-03-27,Delhi,Cochin,21:30:00,21h 45m,2,No info,8665,1305,-0.09152705423652882,False,False,Delhi_Cochin
3034,Multiple carriers,2019-03-27,Delhi,Cochin,07:30:00,11h 45m,1,No info,9100,705,0.002805220536214279,True,False,Delhi_Cochin
3035,IndiGo,2019-03-27,Chennai,Kolkata,22:05:00,2h 20m,0,No info,5277,140,-0.8262345184435486,False,False,Chennai_Kolkata
3036,Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,8h 40m,1,No info,12242,520,0.6841661569407173,False,False,Delhi_Cochin
3037,Jet Airways,2019-03-27,Delhi,Cochin,13:00:00,15h 25m,1,No info,12242,925,0.6841661569407173,False,False,Delhi_Cochin
3038,Multiple carriers,2019-03-27,Delhi,Cochin,08:00:00,13h,1,No info,6883,780,-0.4779640970986626,True,False,Delhi_Cochin
3039,IndiGo,2019-03-27,Mumbai,Hyderabad,19:05:00,1h 25m,0,No info,2754,85,-1.3733617121254587,False,False,Mumbai_Hyderabad
3040,IndiGo,2019-03-27,Delhi,Cochin,08:35:00,12h 45m,2,No info,6494,765,-0.5623210048839432,True,False,Delhi_Cochin
3041,Jet Airways,2019-03-27,Delhi,Cochin,23:05:00,5h 20m,1,In-flight meal not included,7438,320,-0.3576091258368869,False,False,Delhi_Cochin
3042,IndiGo,2019-03-27,Chennai,Kolkata,11:35:00,2h 25m,0,No info,3858,145,-1.1339529044263588,True,False,Chennai_Kolkata
3043,Jet Airways,2019-03-27,Delhi,Cochin,21:50:00,6h 35m,1,In-flight meal not included,6017,395,-0.6657612234278477,False,False,Delhi_Cochin
3044,Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,33h 15m,2,No info,10929,1995,0.3994344861898858,False,False,Delhi_Cochin
3045,IndiGo,2019-03-27,Delhi,Cochin,10:45:00,14h 50m,1,No info,6628,890,-0.5332623271378568,True,False,Delhi_Cochin
3046,Air India,2019-03-27,Mumbai,Hyderabad,06:20:00,1h 20m,0,No info,2575,80,-1.4121789010549322,True,False,Mumbai_Hyderabad
3047,IndiGo,2019-03-27,Delhi,Cochin,07:30:00,5h 50m,1,No info,8227,350,-0.18650989642149773,True,False,Delhi_Cochin
3048,Multiple carriers,2019-03-27,Delhi,Cochin,08:55:00,6h 35m,1,No info,7845,395,-0.2693488135782514,True,False,Delhi_Cochin
3049,Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,24h 35m,2,No info,10929,1475,0.3994344861898858,False,False,Delhi_Cochin
3050,SpiceJet,2019-03-27,Mumbai,Hyderabad,22:45:00,1h 25m,0,No info,1759,85,-1.5891332371803537,False,False,Mumbai_Hyderabad
3051,Jet Airways,2019-03-27,Delhi,Cochin,07:05:00,21h 20m,1,No info,12452,1280,0.7297058757965244,True,False,Delhi_Cochin
3052,Multiple carriers,2019-03-27,Delhi,Cochin,09:45:00,12h 35m,1,No info,6601,755,-0.5391174338478891,True,False,Delhi_Cochin
3053,IndiGo,2019-03-27,Chennai,Kolkata,14:40:00,2h 25m,0,No info,3384,145,-1.2367425555580376,False,False,Chennai_Kolkata
3054,IndiGo,2019-03-27,Kolkata,Banglore,09:35:00,2h 45m,0,No info,4148,165,-1.0710647212445301,True,False,Kolkata_Banglore
3055,Multiple carriers,2019-03-27,Delhi,Cochin,11:40:00,9h 20m,1,No info,6637,560,-0.5313106249011794,True,False,Delhi_Cochin
3056,Jet Airways,2019-03-27,Mumbai,Hyderabad,07:10:00,1h 25m,0,In-flight meal not included,3205,85,-1.275559744487511,True,False,Mumbai_Hyderabad
3057,Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,24h 35m,2,In-flight meal not included,6643,1475,-0.5300094900767278,False,False,Delhi_Cochin
3058,Multiple carriers,2019-03-27,Delhi,Cochin,08:00:00,7h 30m,1,No info,12537,450,0.7481386191429223,True,False,Delhi_Cochin
3059,IndiGo,2019-03-27,Chennai,Kolkata,13:20:00,2h 15m,0,No info,3384,135,-1.2367425555580376,False,False,Chennai_Kolkata
3060,Multiple carriers,2019-03-27,Delhi,Cochin,13:00:00,8h,1,No info,12537,480,0.7481386191429223,False,False,Delhi_Cochin
3061,Air India,2019-03-27,Delhi,Cochin,17:20:00,16h 5m,1,No info,5117,965,-0.8609314470955921,False,False,Delhi_Cochin
3062,Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,23h 15m,2,In-flight meal not included,9412,1395,0.07046423140769899,True,False,Delhi_Cochin
3063,Multiple carriers,2019-03-27,Delhi,Cochin,07:30:00,13h 30m,1,No info,8055,810,-0.22380909472244442,True,False,Delhi_Cochin
3064,Air Asia,2019-03-27,Kolkata,Banglore,22:50:00,2h 30m,0,No info,3782,150,-1.1504339455360795,False,False,Kolkata_Banglore
3065,Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,8h 55m,1,In-flight meal not included,5963,535,-0.6774714368479123,True,False,Delhi_Cochin
3066,SpiceJet,2019-03-27,Kolkata,Banglore,09:00:00,2h 30m,0,No check-in baggage included,3815,150,-1.1432777040015956,True,False,Kolkata_Banglore
3067,Jet Airways,2019-03-27,Delhi,Cochin,08:00:00,10h 50m,1,In-flight meal not included,6068,650,-0.6547015774200089,True,False,Delhi_Cochin
3068,IndiGo,2019-03-27,Mumbai,Hyderabad,09:10:00,1h 30m,0,No info,4392,90,-1.018151905050164,True,False,Mumbai_Hyderabad
3069,IndiGo,2019-03-27,Kolkata,Banglore,20:25:00,2h 40m,0,No info,4462,160,-1.0029719987648948,False,False,Kolkata_Banglore
3070,IndiGo,2019-03-27,Delhi,Cochin,11:30:00,14h 5m,1,No info,6206,845,-0.6247754764576214,True,False,Delhi_Cochin
3071,Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,12h 25m,1,In-flight meal not included,6540,745,-0.5523456378964807,False,False,Delhi_Cochin
3072,Air India,2019-03-27,Delhi,Cochin,07:05:00,26h 20m,2,No info,6565,1580,-0.546924242794599,True,False,Delhi_Cochin
3073,IndiGo,2019-03-27,Delhi,Cochin,04:45:00,10h 45m,1,No info,7048,645,-0.4421828894262428,False,False,Delhi_Cochin
3074,Multiple carriers,2019-03-27,Delhi,Cochin,18:15:00,7h 20m,1,No info,12327,440,0.7025989002871154,False,False,Delhi_Cochin
3075,Multiple carriers,2019-03-27,Delhi,Cochin,07:05:00,9h 5m,1,No info,6076,545,-0.6529667309874067,True,False,Delhi_Cochin
3076,Jet Airways,2019-03-27,Mumbai,Hyderabad,15:50:00,1h 30m,0,In-flight meal not included,2071,90,-1.521474226308869,False,False,Mumbai_Hyderabad
3077,Air India,2019-03-27,Delhi,Cochin,05:55:00,37h 20m,2,No info,8446,2240,-0.13901847532901326,True,False,Delhi_Cochin
3078,Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,9h 15m,2,No info,10976,555,0.4096267089814236,False,False,Delhi_Cochin
3079,Jet Airways,2019-03-27,Delhi,Cochin,07:05:00,11h 45m,1,No info,12032,705,0.6386264380849103,True,False,Delhi_Cochin
3080,IndiGo,2019-03-27,Delhi,Cochin,06:40:00,14h 40m,2,No info,6494,880,-0.5623210048839432,True,False,Delhi_Cochin
3081,IndiGo,2019-03-27,Delhi,Cochin,07:45:00,5h 55m,1,No info,4832,355,-0.9227353512570444,True,False,Delhi_Cochin
3082,Air India,2019-03-27,Delhi,Cochin,20:40:00,12h 45m,1,No info,5117,765,-0.8609314470955921,False,False,Delhi_Cochin
3083,GoAir,2019-03-27,Delhi,Cochin,10:25:00,8h 55m,1,No info,5281,535,-0.8253670952272475,True,False,Delhi_Cochin
3084,IndiGo,2019-03-27,Delhi,Cochin,14:20:00,8h,1,No info,6938,480,-0.46603702787452267,False,False,Delhi_Cochin
3085,Multiple carriers,2019-03-27,Delhi,Cochin,07:00:00,8h 30m,1,No info,6148,510,-0.6373531130939871,True,False,Delhi_Cochin
3086,Air India,2019-03-27,Delhi,Cochin,13:00:00,6h 15m,1,No info,6902,375,-0.47384383682123243,False,False,Delhi_Cochin
3087,Multiple carriers,2019-03-27,Delhi,Cochin,07:05:00,6h 15m,1,No info,12537,375,0.7481386191429223,True,False,Delhi_Cochin
3088,IndiGo,2019-03-27,Mumbai,Hyderabad,20:05:00,1h 30m,0,No info,2227,90,-1.4876447208731267,False,False,Mumbai_Hyderabad
3089,Multiple carriers,2019-03-27,Delhi,Cochin,08:00:00,10h 50m,1,No info,11667,650,0.5594740695974362,True,False,Delhi_Cochin
3090,Multiple carriers,2019-03-27,Delhi,Cochin,09:10:00,10h 5m,1,No info,10667,605,0.3426182655221647,True,False,Delhi_Cochin
3091,IndiGo,2019-03-27,Kolkata,Banglore,10:10:00,2h 45m,0,No info,4148,165,-1.0710647212445301,True,False,Kolkata_Banglore
3092,Air India,2019-03-27,Mumbai,Hyderabad,21:05:00,1h 20m,0,No info,2575,80,-1.4121789010549322,False,False,Mumbai_Hyderabad
3093,SpiceJet,2019-03-27,Chennai,Kolkata,08:20:00,2h 15m,0,No check-in baggage included,3332,135,-1.2480190573699517,True,False,Chennai_Kolkata
3094,Air India,2019-03-27,Delhi,Cochin,07:00:00,12h 15m,2,No info,10913,735,0.3959647933246815,True,False,Delhi_Cochin
3095,Multiple carriers,2019-03-27,Delhi,Cochin,09:00:00,12h,1,No info,12537,720,0.7481386191429223,True,False,Delhi_Cochin
3096,Air India,2019-03-27,Delhi,Cochin,06:10:00,26h 5m,1,No info,6681,1565,-0.5217689695218675,True,False,Delhi_Cochin
3097,Multiple carriers,2019-03-27,Delhi,Cochin,11:30:00,7h 45m,1,No info,6732,465,-0.5107093235140286,True,False,Delhi_Cochin
3098,Jet Airways,2019-03-27,Delhi,Cochin,09:00:00,9h 50m,1,No info,12032,590,0.6386264380849103,True,False,Delhi_Cochin
3099,Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,16h 35m,1,In-flight meal not included,6017,995,-0.6657612234278477,False,False,Delhi_Cochin
3100,IndiGo,2019-03-27,Delhi,Cochin,16:10:00,6h 10m,1,No info,6412,370,-0.5801031808181155,False,False,Delhi_Cochin
3101,Multiple carriers,2019-03-27,Delhi,Cochin,13:05:00,8h 15m,2,No info,6128,495,-0.6416902291754926,False,False,Delhi_Cochin
3102,Multiple carriers,2019-03-27,Delhi,Cochin,06:00:00,7h 20m,1,No info,7845,440,-0.2693488135782514,True,False,Delhi_Cochin
3103,Multiple carriers,2019-03-27,Delhi,Cochin,17:00:00,8h 35m,1,No info,6673,515,-0.5235038159544696,False,False,Delhi_Cochin
3104,Air India,2019-03-27,Delhi,Cochin,08:00:00,11h 15m,1,No info,7199,675,-0.4094376630108768,True,False,Delhi_Cochin
3105,Multiple carriers,2019-03-27,Delhi,Cochin,02:15:00,11h 5m,1,No info,12327,665,0.7025989002871154,False,False,Delhi_Cochin
3106,GoAir,2019-03-27,Delhi,Cochin,14:10:00,5h 10m,1,No info,10188,310,0.23874433537010967,False,False,Delhi_Cochin
3107,Jet Airways,2019-03-27,Delhi,Cochin,13:00:00,15h 25m,1,In-flight meal not included,6960,925,-0.4612662001848667,False,False,Delhi_Cochin
3108,Jet Airways,2019-03-27,Delhi,Cochin,15:05:00,13h 20m,1,In-flight meal not included,6017,800,-0.6657612234278477,False,False,Delhi_Cochin
3109,Jet Airways,2019-03-27,Delhi,Cochin,17:30:00,10h 55m,1,In-flight meal not included,6540,655,-0.5523456378964807,False,False,Delhi_Cochin
3110,Jet Airways,2019-03-27,Delhi,Cochin,21:50:00,21h 55m,1,In-flight meal not included,7438,1315,-0.3576091258368869,False,False,Delhi_Cochin
3111,Multiple carriers,2019-03-27,Delhi,Cochin,06:00:00,15h,1,No info,8055,900,-0.22380909472244442,True,False,Delhi_Cochin
3112,Multiple carriers,2019-03-27,Delhi,Cochin,10:00:00,8h 50m,1,No info,11667,530,0.5594740695974362,True,False,Delhi_Cochin
3113,Jet Airways,2019-03-27,Delhi,Cochin,15:05:00,13h 20m,1,No info,12242,800,0.6841661569407173,False,False,Delhi_Cochin
3114,Multiple carriers,2019-03-27,Delhi,Cochin,07:05:00,14h 15m,2,No info,6128,855,-0.6416902291754926,True,False,Delhi_Cochin
3115,Multiple carriers,2019-03-27,Delhi,Cochin,04:00:00,14h 50m,1,No info,11299,890,0.4796711336977363,False,False,Delhi_Cochin
3116,Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,38h 20m,2,No info,11664,2300,0.5588235021852104,True,False,Delhi_Cochin
3117,Air Asia,2019-03-27,Delhi,Cochin,20:10:00,11h,1,No info,6151,660,-0.6367025456817613,False,False,Delhi_Cochin
3118,Jet Airways,2019-03-27,Delhi,Cochin,17:35:00,26h 10m,2,In-flight meal not included,8098,1570,-0.21448429514720774,False,False,Delhi_Cochin
3119,Air India,2019-03-27,Mumbai,Hyderabad,13:55:00,1h 30m,0,No info,2050,90,-1.5260281981944497,False,False,Mumbai_Hyderabad
3120,Air India,2019-03-27,Delhi,Cochin,10:00:00,9h 15m,1,No info,6902,555,-0.47384383682123243,True,False,Delhi_Cochin
3121,Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,27h 45m,1,No info,12032,1665,0.6386264380849103,False,False,Delhi_Cochin
3122,SpiceJet,2019-03-27,Kolkata,Banglore,09:00:00,2h 30m,0,No info,3847,150,-1.1363383182711868,True,False,Kolkata_Banglore
3123,Multiple carriers,2019-03-27,Delhi,Cochin,17:45:00,7h 50m,1,No info,7845,470,-0.2693488135782514,False,False,Delhi_Cochin
3124,SpiceJet,2019-03-27,Chennai,Kolkata,17:45:00,2h 20m,0,No check-in baggage included,3332,140,-1.2480190573699517,False,False,Chennai_Kolkata
3125,Air India,2019-03-27,Delhi,Cochin,17:15:00,16h 10m,2,No info,6057,970,-0.6570869912648368,False,False,Delhi_Cochin
3126,Jet Airways,2019-03-27,Delhi,Cochin,08:00:00,20h 25m,1,In-flight meal not included,6645,1225,-0.5295757784685772,True,False,Delhi_Cochin
3127,IndiGo,2019-03-27,Delhi,Cochin,06:40:00,8h 50m,1,No info,8574,530,-0.11126093240737853,True,False,Delhi_Cochin
3128,IndiGo,2019-03-27,Delhi,Cochin,04:55:00,11h 15m,1,No info,6171,675,-0.6323654296002559,False,False,Delhi_Cochin
3129,IndiGo,2019-03-27,Delhi,Cochin,08:25:00,7h 5m,1,No info,8075,425,-0.219471978640939,True,False,Delhi_Cochin
3130,Jet Airways,2019-03-27,Mumbai,Hyderabad,02:55:00,1h 30m,0,No info,5678,90,-0.7392753410093648,False,False,Mumbai_Hyderabad
3131,Jet Airways,2019-03-27,Delhi,Cochin,18:15:00,10h 10m,1,In-flight meal not included,6540,610,-0.5523456378964807,False,False,Delhi_Cochin
3132,Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,38h 35m,2,In-flight meal not included,8938,2315,-0.032325419723979704,True,False,Delhi_Cochin
3133,Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,16h 35m,1,No info,12242,995,0.6841661569407173,False,False,Delhi_Cochin
3134,Vistara,2019-03-27,Chennai,Kolkata,07:05:00,2h 15m,0,No info,3739,135,-1.1597587451113163,True,False,Chennai_Kolkata
3135,SpiceJet,2019-03-27,Chennai,Kolkata,08:20:00,2h 15m,0,No info,3384,135,-1.2367425555580376,True,False,Chennai_Kolkata
3136,Multiple carriers,2019-03-27,Delhi,Cochin,10:45:00,8h 30m,1,No info,7154,510,-0.419196174194264,True,False,Delhi_Cochin
3137,IndiGo,2019-03-27,Delhi,Cochin,09:10:00,11h 50m,1,No info,10351,710,0.27409183143437893,True,False,Delhi_Cochin
3138,Multiple carriers,2019-03-27,Delhi,Cochin,08:55:00,10h 20m,1,No info,8371,620,-0.15528266063465865,True,False,Delhi_Cochin
3139,Jet Airways,2019-03-27,Mumbai,Hyderabad,02:55:00,1h 30m,0,In-flight meal not included,1840,90,-1.5715679170502568,False,False,Mumbai_Hyderabad
3140,Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,13h 40m,2,In-flight meal not included,8728,820,-0.07786513857978672,True,False,Delhi_Cochin
3141,Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,13h 40m,2,In-flight meal not included,8518,820,-0.12340485743559372,True,False,Delhi_Cochin
3142,Jet Airways,2019-03-27,Delhi,Cochin,17:30:00,26h 15m,1,In-flight meal not included,5406,1575,-0.7982601197178386,False,False,Delhi_Cochin
3143,Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,24h 30m,1,In-flight meal not included,5963,1470,-0.6774714368479123,False,False,Delhi_Cochin
3144,IndiGo,2019-03-27,Delhi,Cochin,04:45:00,8h 35m,1,No info,7048,515,-0.4421828894262428,False,False,Delhi_Cochin
3145,Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,23h 15m,2,In-flight meal not included,9412,1395,0.07046423140769899,True,False,Delhi_Cochin
3146,Jet Airways,2019-03-27,Delhi,Cochin,08:00:00,10h 50m,1,No info,12242,650,0.6841661569407173,True,False,Delhi_Cochin
3147,Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,24h 35m,2,No info,9483,1475,0.08586099349704326,False,False,Delhi_Cochin
3148,Jet Airways,2019-03-27,Delhi,Cochin,09:00:00,9h 50m,1,In-flight meal not included,5963,590,-0.6774714368479123,True,False,Delhi_Cochin
3149,Air India,2019-03-27,Delhi,Cochin,05:00:00,38h 15m,2,No info,8026,2295,-0.2300979130406273,True,False,Delhi_Cochin
3150,Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,9h 10m,1,No info,12242,550,0.6841661569407173,False,False,Delhi_Cochin
3151,Multiple carriers,2019-03-27,Delhi,Cochin,11:30:00,9h 30m,1,No info,12537,570,0.7481386191429223,True,False,Delhi_Cochin
3152,Air Asia,2019-03-27,Delhi,Cochin,07:55:00,5h 15m,1,No info,6151,315,-0.6367025456817613,True,False,Delhi_Cochin
3153,Jet Airways,2019-03-27,Delhi,Cochin,20:50:00,22h 55m,1,No info,12032,1375,0.6386264380849103,False,False,Delhi_Cochin
3154,IndiGo,2019-03-27,Kolkata,Banglore,21:25:00,2h 40m,0,No info,4148,160,-1.0710647212445301,False,False,Kolkata_Banglore
3155,Vistara,2019-03-27,Delhi,Cochin,06:00:00,3h 10m,0,No info,4851,190,-0.9186150909796142,True,False,Delhi_Cochin
3156,IndiGo,2019-03-27,Delhi,Cochin,07:35:00,4h 25m,1,No info,5073,265,-0.870473102474904,True,False,Delhi_Cochin
3157,Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,37h 25m,2,In-flight meal not included,9296,2245,0.04530895813496749,True,False,Delhi_Cochin
3158,SpiceJet,2019-03-27,Chennai,Kolkata,17:45:00,2h 20m,0,No info,3384,140,-1.2367425555580376,False,False,Chennai_Kolkata
3159,IndiGo,2019-03-27,Delhi,Cochin,08:25:00,12h 35m,1,No info,8285,755,-0.173932259785132,True,False,Delhi_Cochin
3160,SpiceJet,2019-03-27,Chennai,Kolkata,09:30:00,2h 35m,0,No check-in baggage included,3332,155,-1.2480190573699517,True,False,Chennai_Kolkata
3161,Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,9h 15m,2,In-flight meal not included,8456,555,-0.13684991728826057,False,False,Delhi_Cochin
3162,Air India,2019-03-27,Delhi,Cochin,09:45:00,22h 30m,1,No info,7416,1350,-0.3623799535265429,True,False,Delhi_Cochin
3163,Air Asia,2019-03-27,Kolkata,Banglore,19:35:00,2h 30m,0,No info,3782,150,-1.1504339455360795,False,False,Kolkata_Banglore
3164,Air India,2019-03-27,Delhi,Cochin,20:30:00,26h 30m,1,No info,5022,1590,-0.8815327484827429,False,False,Delhi_Cochin
3165,Multiple carriers,2019-03-27,Delhi,Cochin,04:00:00,11h 30m,1,No info,6305,690,-0.6033067518541695,False,False,Delhi_Cochin
3166,Multiple carriers,2019-03-27,Delhi,Cochin,09:55:00,11h 5m,1,No info,12537,665,0.7481386191429223,True,False,Delhi_Cochin
3167,IndiGo,2019-03-27,Delhi,Cochin,06:40:00,14h 20m,1,No info,8784,860,-0.06572121355157151,True,False,Delhi_Cochin
3168,Jet Airways,2019-03-27,Mumbai,Hyderabad,10:20:00,1h 30m,0,No info,8040,90,-0.2270619317835735,True,False,Mumbai_Hyderabad
3169,IndiGo,2019-03-27,Delhi,Cochin,10:45:00,10h 15m,1,No info,6838,615,-0.48772260828204983,True,False,Delhi_Cochin
3170,IndiGo,2019-03-27,Delhi,Cochin,17:30:00,8h 5m,1,No info,6628,485,-0.5332623271378568,False,False,Delhi_Cochin
3171,SpiceJet,2019-03-27,Kolkata,Banglore,22:20:00,2h 20m,0,No info,3847,140,-1.1363383182711868,False,False,Kolkata_Banglore
3172,SpiceJet,2019-03-27,Delhi,Cochin,06:10:00,5h 10m,1,No info,5351,310,-0.8101871889419785,True,False,Delhi_Cochin
3173,Air Asia,2019-03-27,Delhi,Cochin,16:45:00,14h 25m,1,No info,6151,865,-0.6367025456817613,False,False,Delhi_Cochin
3174,IndiGo,2019-03-27,Delhi,Cochin,11:55:00,9h 25m,2,No info,6494,565,-0.5623210048839432,True,False,Delhi_Cochin
3175,IndiGo,2019-03-27,Delhi,Cochin,05:35:00,3h 15m,0,No info,4729,195,-0.9450714990767974,True,False,Delhi_Cochin
3176,Jet Airways,2019-03-27,Delhi,Cochin,21:50:00,6h 35m,1,No info,12242,395,0.6841661569407173,False,False,Delhi_Cochin
3177,Jet Airways,2019-03-27,Delhi,Cochin,08:00:00,20h 25m,1,No info,12452,1225,0.7297058757965244,True,False,Delhi_Cochin
3178,IndiGo,2019-03-27,Delhi,Cochin,18:35:00,7h,1,No info,8574,420,-0.11126093240737853,False,False,Delhi_Cochin
3179,Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,24h 30m,1,No info,12032,1470,0.6386264380849103,False,False,Delhi_Cochin
3180,Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,23h,2,In-flight meal not included,9254,1380,0.036201014363806086,True,False,Delhi_Cochin
3181,SpiceJet,2019-03-27,Kolkata,Banglore,17:15:00,2h 30m,0,No info,3847,150,-1.1363383182711868,False,False,Kolkata_Banglore
3182,IndiGo,2019-03-27,Delhi,Cochin,17:10:00,8h 25m,1,No info,6316,505,-0.6009213380093416,False,False,Delhi_Cochin
